ID,Bundle,Field label,Machine name,Reused Field,X,Dev,QA,Field group,Field type,Ref. bundle,Req'd,Vals.,Form widget,Trns.,Settings/notes,Help text,Bundle machine name
,Testimonial Placer (Paragraph type),Manually Select,field_testimonial,n,a,,,,Entity reference,Testimonial Library (Content type),n,1,Autocomplete,n,Only displayed if the list type is 'manual' ,,testimonial_placer
,Testimonial Placer (Paragraph type),List Widget,field_list_widget,y,a,,,,Entity reference,List Widgets (Vocabulary),y,1,Select list,n,Testimonial term selected by default. Field hidden from paragraph form.,,testimonial_placer
,,,,,,,,,,,,,,,,,#VALUE!
,Text (Paragraph type),Widget Title,field_widget_title,y,a,,,,Text (plain),,n,1,Textfield,n,,,text
,Text (Paragraph type),Text,field_long_text,y,x,,,,"Text (formatted, long)",,y,1,Text area (multiple rows),n,Basic HTML allowed,,text
,,,,,,,,,,,,,,,,,#VALUE!
,Video (Paragraph type),Widget Title,field_widget_title,y,a,,,,Text (plain),,n,1,Textfield,n,,,video
,Video (Paragraph type),Subheader,field_headline,y,d,,,,Text (plain),,n,1,Textfield,n,,,video
,Video (Paragraph type),Video URL,field_video,n,x,,,,Entity reference,Remote Video (Media type),y,1,Media library,n,,,video
,Video (Paragraph type),Text,field_long_text,y,d,,,,"Text (formatted, long)",,n,1,Text area (multiple rows),n,Limited HTML allowed,,video
,,,,,,,,,,,,,,,,,#VALUE!
,Video Card List (Paragraph type),List Type,field_list_type,y,d,,,,List (text),,y,1,Select list,n,Options include Tag and Manual,,video_card_list
,Video Card List (Paragraph type),By Tag,field_tag,y,d,,,,Entity reference,Placement Tags (Vocabulary),n,1,Autocomplete,n,,,video_card_list
,Video Card List (Paragraph type),Limit List,field_limit_list,y,d,,,,Number (integer),,n,1,Number field,n,Max of 3,,video_card_list
,Video Card List (Paragraph type),Manually Select,field_manual_select,y,d,,,,Entity reference,Fact Library (Content type),n,*,Autocomplete,n,,,video_card_list
,Video Card List (Paragraph type),List Widget,field_list_widget,y,d,,,,Entity reference,List Widgets (Vocabulary),y,1,Select list,n,Video Card term selected by default. Field hidden from paragraph form.,,video_card_list
,,,,,,,,,,,,,,,,,#VALUE!
,View Placer (Paragraph type),View,field_view,n,a,,,,List (text),,y,1,Select list,n,"Options: Each 'main' content view embed will be an option (all stories, program search, directory, etc)",,view_placer
,,,,,,,,,,,,,,,,,#VALUE!
,Wayfinding (Paragraph type),Version,field_version,n,a,,,,List (text),,n,1,Single on/off checkbox,n,"Options: Combo, box, single.  If combo = yes, then the the buttons (multifield) field is shown on the widget, otherwise the single button widget and image is shown. Version should also be a class on the paragraph wrapper if enabled because the theming will change based on combo or single. The image size also changes based on whether its box or single. ","Wayfinding box will allow one button and layout with the image locked to the left inside of a stylized border. Wayfinding combo does not show an image and allows three buttons. Wayfinding single is similar to the box version but does not have border, the image is slightly larger and you have choice to place the image to the left or right.",wayfinding
,Wayfinding (Paragraph type),Eyebrow,field_eyebrow,y,d,,,,Entity reference,Eyebrows (Vocabulary),n,1,Select list,n,,,wayfinding
,Wayfinding (Paragraph type),Headline,field_headline,y,a,,,,Text (plain),,y,1,Textfield,n,,,wayfinding
,Wayfinding (Paragraph type),Text,field_additional_text,y,a,,,,"Text (plain, long)",,y,1,Text area (multiple rows),n,,,wayfinding
,Wayfinding (Paragraph type),Button,field_link,y,a,,,,Link,,y,1,Link,n,"Internal and external links, link text required.",,wayfinding
,Wayfinding (Paragraph type),Buttons,field_link_multi,y,a,,,,Link,,y,4,Link,n,"Internal and external links, link text required.",,wayfinding
,Wayfinding (Paragraph type),Pattern,field_pattern,y,d,,,,List (text),,n,1,Select list,n,List of patterns (TBD which patterns) that add a pattern class to the paragraph to pull a pattern file from the theme and use it as the background. ,,wayfinding
,Wayfinding (Paragraph type),Image,field_image,y,a,,,,Entity reference,Image (Media type),n,1,Media library,n,"Render 360x360 if single, 426x426 if detail, no image if combo.",<strong>Optimal image size:</strong>852x852px,wayfinding
,Wayfinding (Paragraph type),Text placement,field_text_placement,y,a,,,,List (text),,y,1,Select list,n,"Options: Left, Right. Default is left. (Only show/used for detail version)",,wayfinding
